kategoria;nazwa;cena;opis;zdjecia
Układanki/Inne;FangShi Morpho Marinita;199,99 zł;"Jedna z najtrudniejszych układanek na runku .   Prosty opis tej kostki to jeszcze bardziej rozbudowynny Mix-Up skewb. Dodatkowo elementy przy w rokach układanki mają dziurę, która daje dodatkowy wyzwanie - dopasowanie koloru elemntu wieszchniego z tym znajdującym się pod nim.   Układanka zalecana prawdziwym mistrzom  układania.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26239-home_default/fangshi-morpho-marinita.jpg, https://strefa-kostek.pl/26502-thickbox_default/fangshi-morpho-marinita.jpg, https://strefa-kostek.pl/26239-thickbox_default/fangshi-morpho-marinita.jpg
Układanki/Inne;FangShi Morpho Helena;199,99 zł;"Jedna z najtrudniejszych układanek na runku.     Prosty opis tej kostki to jeszcze bardziej rozbudowynny Mix-Up skewb. Najciekawszym atrybutem kostki jest możliwość wykonywania jumblingu.    Jest to nieznaczna modyfikacja układanki Morpho Deidamia.    Układanka zalecana prawdziwym mistrzom układania.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26654-home_default/fangshi-morpho-helena.jpg, https://strefa-kostek.pl/26772-thickbox_default/fangshi-morpho-helena.jpg, https://strefa-kostek.pl/26654-thickbox_default/fangshi-morpho-helena.jpg
Układanki/Inne;Periodic Table;24,99 zł;"Kostka 3x3 z wypisaną całą tablicą pierwiastków cheicznych o ciekawej fakturze.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/26706-home_default/periodic-table.jpg, https://strefa-kostek.pl/26707-thickbox_default/periodic-table.jpg, https://strefa-kostek.pl/26706-thickbox_default/periodic-table.jpg
Układanki/Inne;Dice;24,99 zł;"Kostka 3x3 z nadrukiem przypominającym tradycyjną, sześciościenną kostkę do gry.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26710-home_default/dice.jpg, https://strefa-kostek.pl/26711-thickbox_default/dice.jpg, https://strefa-kostek.pl/26710-thickbox_default/dice.jpg
Układanki/Inne;Cubelab 1cm Mini Cube;34,99 zł;"Jedna z najmniejszych kostek 3x3 na świecie .  Ciekawa pozycja do kolekcji....która dodatkowo jest legalna na oficjalnych zawodach.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26716-home_default/cubelab-1cm-mini-cube.jpg, https://strefa-kostek.pl/26716-thickbox_default/cubelab-1cm-mini-cube.jpg, https://strefa-kostek.pl/26717-thickbox_default/cubelab-1cm-mini-cube.jpg
Układanki/Inne;QiYi O2 Cube Standard Version;19,99 zł;"Jest to bardzo prosta układanka, która ma tylko i wyłącznie ruchome środki - wszystkie zachowują swoje odpowiedzne pozycje względem siebie przez czały czas .  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27082-home_default/qiyi-o2-cube-standard-version.jpg, https://strefa-kostek.pl/27167-thickbox_default/qiyi-o2-cube-standard-version.jpg, https://strefa-kostek.pl/27082-thickbox_default/qiyi-o2-cube-standard-version.jpg
Układanki/Inne;QiYi O2 Cube Spinner Version;24,99 zł;"Jest to bardzo prosta układanka, która ma tylko i wyłącznie ruchome środki- wszystkie zachowują swoje odpowiedzne pozycje względem siebie przez czały czas .   Dodatkowo każdy ze środków ma zamntowane w sobie łożysko, przez co układanka spełnia też funkcję zabawki fidget spinner.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27081-home_default/qiyi-o2-cube-spinner-version.jpg, https://strefa-kostek.pl/27169-thickbox_default/qiyi-o2-cube-spinner-version.jpg, https://strefa-kostek.pl/27081-thickbox_default/qiyi-o2-cube-spinner-version.jpg
Układanki/Inne;FangShi Morpho Aureola;199,99 zł;"Kolejna układanka z serii Morpho od firmy FangShi.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/27067-home_default/fangshi-morpho-aureola.jpg, https://strefa-kostek.pl/27114-thickbox_default/fangshi-morpho-aureola.jpg, https://strefa-kostek.pl/27067-thickbox_default/fangshi-morpho-aureola.jpg
Układanki/Inne;FangShi Morpho Helenor Octavia;199,99 zł;"Jedna z najtrudniejszych układanek na rynku.     Prosty opis tej kostki to jeszcze bardziej rozbudowynny Mix-Up skewb. Najciekawszym atrybutem kostki jest możliwość wykonywania jumblingu. Dodatkowo zastosowany „okienka” w niektórych elementach, co sprawia, że całkowite ułożenie kostki jest jeszcze trudniejsze.     W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/27066-home_default/fangshi-morpho-helenor-octavia.jpg, https://strefa-kostek.pl/27117-thickbox_default/fangshi-morpho-helenor-octavia.jpg, https://strefa-kostek.pl/27066-thickbox_default/fangshi-morpho-helenor-octavia.jpg
Układanki/Inne;Solar System;24,99 zł;"Kostka 3x3 z naklejkami z naszym układem słonecznym.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/27233-home_default/solar-system.jpg, https://strefa-kostek.pl/27443-thickbox_default/solar-system.jpg, https://strefa-kostek.pl/27233-thickbox_default/solar-system.jpg
Układanki/Inne;MoYu 3D Maze 60mm;9,99 zł;"Labirynt w formie sześcianu, którrym musimy ruszać i obracać, aby zmienić pozycję znajdującej się w niej kullki.  W zestawie znajdziemy:  
 labirynt";https://strefa-kostek.pl/27240-home_default/moyu-3d-maze-60mm.jpg, https://strefa-kostek.pl/27418-thickbox_default/moyu-3d-maze-60mm.jpg, https://strefa-kostek.pl/27240-thickbox_default/moyu-3d-maze-60mm.jpg
Układanki/Inne;MoYu 3D Maze 95mm;19,99 zł;"Labirynt w formie sześcianu, którrym musimy ruszać i obracać, aby zmienić pozycję znajdującej się w niej kullki.  W zestawie znajdziemy:  
 labirynt";https://strefa-kostek.pl/27239-home_default/moyu-3d-maze-95mm.jpg, https://strefa-kostek.pl/27421-thickbox_default/moyu-3d-maze-95mm.jpg, https://strefa-kostek.pl/27239-thickbox_default/moyu-3d-maze-95mm.jpg
Układanki/Inne;WitEden Rainbow Plus Magic Cube;199,99 zł;"Układanka będąca spreparowaną wersją kostki megaminx.    Jest to ciekawa propozycja dla kolekcjonerów.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/27244-home_default/witeden-rainbow-plus-magic-cube.jpg, https://strefa-kostek.pl/27445-thickbox_default/witeden-rainbow-plus-magic-cube.jpg, https://strefa-kostek.pl/27244-thickbox_default/witeden-rainbow-plus-magic-cube.jpg
Układanki/Inne;WitEden Rainbow Magic Cube;179,99 zł;"Układanka będąca spreparowaną wersją kostki megaminx.  Jest to ciekawa propozycja dla kolekcjonerów.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/27245-home_default/witeden-rainbow-magic-cube.jpg, https://strefa-kostek.pl/27429-thickbox_default/witeden-rainbow-magic-cube.jpg, https://strefa-kostek.pl/27245-thickbox_default/witeden-rainbow-magic-cube.jpg
Układanki/Inne;Qiyi Kong Ming Lock;14,99 zł;"Zagadka logiczna polegająca na ułożeniu odpowiedniej figury.  W zestawie znajdziemy:  
 łamigłówkę";https://strefa-kostek.pl/27271-home_default/qiyi-kong-ming-lock.jpg, https://strefa-kostek.pl/27275-thickbox_default/qiyi-kong-ming-lock.jpg, https://strefa-kostek.pl/27271-thickbox_default/qiyi-kong-ming-lock.jpg
Układanki/Inne;Large Cube 3x3x3 (18 cm);89,99 zł;"Kostka 3x3 w wersji 18x18x18cm.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/27257-home_default/large-cube-3x3x3-18-cm.jpg, https://strefa-kostek.pl/27257-thickbox_default/large-cube-3x3x3-18-cm.jpg, https://strefa-kostek.pl/27258-thickbox_default/large-cube-3x3x3-18-cm.jpg
Układanki/Inne;QiYi Hanoi Tower;19,99 zł;"Zabawka logiczna, której cele jest przełżenie wierzy z jednego krańca na drugi przy zachowaniu zasady, że większy nie może znajdować się na mniejszym segmencie.  W zestawie znajdziemy:  
 opakowanie na łamigłówkę 
 trzy paliki 
 dziesięć segmentów wieży";https://strefa-kostek.pl/27377-home_default/qiyi-hanoi-tower.jpg, https://strefa-kostek.pl/27377-thickbox_default/qiyi-hanoi-tower.jpg, https://strefa-kostek.pl/27490-thickbox_default/qiyi-hanoi-tower.jpg
Układanki/Inne;QiYi Magnetic Puzzle Cat;14,99 zł;;https://strefa-kostek.pl/27392-home_default/qiyi-magnetic-puzzle-cat.jpg, https://strefa-kostek.pl/27392-thickbox_default/qiyi-magnetic-puzzle-cat.jpg
Układanki/Inne;MoYu Rainbow Ball 7 cm;18,99 zł;"Układanka, w której celem jest ulożenie w odpowiednich jedenastu, kolorowych kulek.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/27452-home_default/moyu-rainbow-ball-7-cm.jpg, https://strefa-kostek.pl/27470-thickbox_default/moyu-rainbow-ball-7-cm.jpg, https://strefa-kostek.pl/27452-thickbox_default/moyu-rainbow-ball-7-cm.jpg
Układanki/Inne;Double-Sided Magnetic Bean;24,99 zł;"Łamigłówka polegająca na podzieleniu kulek na cztery kolory.  W zestawie znajdziemy:  
 łamigłówkę";https://strefa-kostek.pl/27471-home_default/double-sided-magnetic-bean.jpg, https://strefa-kostek.pl/27471-thickbox_default/double-sided-magnetic-bean.jpg, https://strefa-kostek.pl/27475-thickbox_default/double-sided-magnetic-bean.jpg
Układanki/Inne;Single-Sided Magnetic Bean;19,99 zł;"Łamigłówka polegająca na podzieleniu kulek na dwa kolory.  W zestawie znajdziemy:  
 łamigłówkę";https://strefa-kostek.pl/27473-home_default/single-sided-magnetic-bean.jpg, https://strefa-kostek.pl/27473-thickbox_default/single-sided-magnetic-bean.jpg, https://strefa-kostek.pl/27474-thickbox_default/single-sided-magnetic-bean.jpg
Układanki/Inne;GAN Mosaic Cube 6x6;162,49 zł;"GAN Mosaic  to pierwszy produkt dla artystów, tworzących mozaiki z kostek rubika. Dzięki temu każdy może stać się artystą i stworzyć coś według swojego pomysłu przy użyciu kostek rubika.  Ramka na kostki jest wyposażona w magnesy, dzięki czemu można łączyć ze sobą ramki.  W zestawie znajdziemy:  
 36 małych kostek rubika 
 ramkę pokazową 
 specjalny kluczyk do wyjmowania kostek z ich pozycji";https://strefa-kostek.pl/27616-home_default/gan-mosaic-cube-6x6.jpg, https://strefa-kostek.pl/27616-thickbox_default/gan-mosaic-cube-6x6.jpg, https://strefa-kostek.pl/27611-thickbox_default/gan-mosaic-cube-6x6.jpg
Układanki/Inne;GAN Mosaic Cube 10x10;357,49 zł;"GAN Mosaic  to pierwszy produkt dla artystów, tworzących mozaiki z kostek rubika. Dzięki temu każdy może stać się artystą i stworzyć coś według swojego pomysłu przy użyciu kostek rubika.  Ramka na kostki jest wyposażona w magnesy, dzięki czemu można łączyć ze sobą ramki.  W zestawie znajdziemy:  
 100 małych kostek rubika 
 ramkę pokazową 
 specjalny kluczyk do wyjmowania kostek z ich pozycji";https://strefa-kostek.pl/27615-home_default/gan-mosaic-cube-10x10.jpg, https://strefa-kostek.pl/27615-thickbox_default/gan-mosaic-cube-10x10.jpg
Układanki/Inne;Hanoi Tower 8 Layers;39,99 zł;"Zabawka logiczna, której cele jest przełżenie wierzy z jednego krańca na drugi przy zachowaniu zasady, że większy nie może znajdować się na mniejszym segmencie.    W zestawie znajdziemy:   
 opakowanie na łamigłówkę 
 trzy paliki 
 dziesięć segmentów wieży";https://strefa-kostek.pl/27609-home_default/hanoi-tower-8-layers.jpg, https://strefa-kostek.pl/27609-thickbox_default/hanoi-tower-8-layers.jpg
Układanki/Inne;Hanoi Tower 6 Layers;34,99 zł;"Zabawka logiczna, której cele jest przełżenie wierzy z jednego krańca na drugi przy zachowaniu zasady, że większy nie może znajdować się na mniejszym segmencie.    W zestawie znajdziemy:   
 opakowanie na łamigłówkę 
 trzy paliki 
 dziesięć segmentów wieży";https://strefa-kostek.pl/27610-home_default/hanoi-tower-6-layers.jpg, https://strefa-kostek.pl/27610-thickbox_default/hanoi-tower-6-layers.jpg
Układanki/Inne;SengSo Happy Jenga;14,99 zł;"Gra logiczno-zręcznościowa, w której należy układać na sobie elemnty tak, aby nie wywrócić całej konstrukcji.  W zestawie znajdziemy:  
 podstawkę  
 łukowatą figurę-fundament 
 dodatkowe elementy do rozgrywki";https://strefa-kostek.pl/27612-home_default/sengso-happy-jenga.jpg, https://strefa-kostek.pl/27612-thickbox_default/sengso-happy-jenga.jpg
Układanki/Inne;MoYu Magnetic Folding Cube;19,99 zł;;https://strefa-kostek.pl/28005-home_default/moyu-magnetic-folding-cube.jpg, https://strefa-kostek.pl/28006-thickbox_default/moyu-magnetic-folding-cube.jpg, https://strefa-kostek.pl/28005-thickbox_default/moyu-magnetic-folding-cube.jpg
Układanki/Inne;SengSo Magnetic Folding Cube;19,99 zł;;https://strefa-kostek.pl/27996-home_default/sengso-magnetic-folding-cube.jpg, https://strefa-kostek.pl/27996-thickbox_default/sengso-magnetic-folding-cube.jpg, https://strefa-kostek.pl/27997-thickbox_default/sengso-magnetic-folding-cube.jpg
Układanki/Inne;SengSo Crazy 4x4 Cube;119,99 zł;;https://strefa-kostek.pl/27979-home_default/sengso-crazy-4x4-cube.jpg, https://strefa-kostek.pl/27980-thickbox_default/sengso-crazy-4x4-cube.jpg, https://strefa-kostek.pl/27979-thickbox_default/sengso-crazy-4x4-cube.jpg
Układanki/Inne;SengSo Crazy 2x2 Cube;74,99 zł;;https://strefa-kostek.pl/27920-home_default/sengso-crazy-2x2-cube.jpg, https://strefa-kostek.pl/27921-thickbox_default/sengso-crazy-2x2-cube.jpg, https://strefa-kostek.pl/27920-thickbox_default/sengso-crazy-2x2-cube.jpg
Układanki/Inne;Lanlan X Cube;44,99 zł;Lanlan X Cube to interesująca modyfikacja klasycznej łamigłówki 3x3x3 Magic Tower, znanej również jako Pyraminx z centralnymi elementami ścian. Ta nietypowa konstrukcja zapewnia nowe wyzwania dla doświadczonych miłośników układanek, oferując intrygujące połączenie mechanizmu 3x3x3 z kształtem przypominającym tradycyjnego Pyraminxa. Solidnie wykonana i wyposażona w płynnie działający mechanizm, Lanlan X Cube zapewnia satysfakcjonujące doświadczenia zarówno dla kolekcjonerów, jak i dla tych, którzy szukają bardziej zaawansowanych łamigłówek.;https://strefa-kostek.pl/27870-home_default/lanlan-x-cube.jpg, https://strefa-kostek.pl/27871-thickbox_default/lanlan-x-cube.jpg, https://strefa-kostek.pl/27870-thickbox_default/lanlan-x-cube.jpg
Układanki/Inne;MoYu Pandora Cube;29,99 zł;"Kostka  Pandora Cube  jest kolejną modyfikacją kostki 3x3. Sposób układania jest identyczny jak w przypadku kostki 3x3. Poruszanie jest bardzo płnne a jedyne co może być problemem, to specyficzna budowa elementów wewnętrznych, która  może spoodować zacaczenia palców o kostkę.
 W zestawie znajdziemy: 
 
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21667-home_default/moyu-pandora-cube.jpg, https://strefa-kostek.pl/21667-thickbox_default/moyu-pandora-cube.jpg, https://strefa-kostek.pl/21668-thickbox_default/moyu-pandora-cube.jpg
Układanki/Inne;QiYi Coin Tetrahedron Pyraminx;19,99 zł;"Czrerościenna kostka przypominająca ivy cube z możliwością obracania środkowych segmentów na każdej ze ścian.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/25603-home_default/qiyi-coin-tetrahedron-pyraminx.jpg, https://strefa-kostek.pl/25669-thickbox_default/qiyi-coin-tetrahedron-pyraminx.jpg, https://strefa-kostek.pl/25603-thickbox_default/qiyi-coin-tetrahedron-pyraminx.jpg
Układanki/Inne;2x2 Time Machine cube;49,99 zł;;https://strefa-kostek.pl/26261-home_default/2x2-time-machine-cube.jpg, https://strefa-kostek.pl/26261-thickbox_default/2x2-time-machine-cube.jpg, https://strefa-kostek.pl/26557-thickbox_default/2x2-time-machine-cube.jpg
Układanki/Inne;Time Machine cube for watches;49,99 zł;"Time Machine  jest modyfikacją kostki 2x2 - dokładniej jej rozszerzeniem .  Poza podstawowym etapem układania tej łamigłówki, jakim jest etap 2x2, należy ułożyć kolorystycznie oraz rosnąco oktąg dodatkowych elentów przypominających tarczę zegara.  Prosukt idealnie nada się jako ozdoba, czy dopełnienie kolekcji, oraz zapewni nowe podejście do układania przeciętnym układaczom.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26260-home_default/time-machine-cube-for-watches.jpg, https://strefa-kostek.pl/26526-thickbox_default/time-machine-cube-for-watches.jpg, https://strefa-kostek.pl/26260-thickbox_default/time-machine-cube-for-watches.jpg
Układanki/Inne;FangShi Morpho Deidamia;199,99 zł;"Jedna z najtrudniejszych układanek na runku.     Prosty opis tej kostki to jeszcze bardziej rozbudowynny Mix-Up skewb. Najciekawszym atrybutem kostki jest możliwość wykonywania jumblingu.   Jest to podstawowa wersja układanek Morpho.   Układanka zalecana prawdziwym mistrzom  układania.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26240-home_default/fangshi-morpho-deidamia.jpg, https://strefa-kostek.pl/26603-thickbox_default/fangshi-morpho-deidamia.jpg, https://strefa-kostek.pl/26240-thickbox_default/fangshi-morpho-deidamia.jpg
Układanki/Inne;Shengshou Void Tower;29,99 zł;"Sheng Shou Void Tower  to kostka pyraminx, którą układa się jak najzwyklejszą kostkę pyraminx. Elementem wyróżniającym tę kostkę jest brak środków.    Układanka ta jest dobrym pmysłem dla najmłodszych, ponieważ jest bardzo intuicyjna.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/26634-home_default/shengshou-void-tower.jpg, https://strefa-kostek.pl/26634-thickbox_default/shengshou-void-tower.jpg, https://strefa-kostek.pl/26764-thickbox_default/shengshou-void-tower.jpg
Układanki/Inne;YuXin 2x2 Magic Eye;24,99 zł;"YuXin 2x2 Magic Eye  to niewielka midyfikacja tradyyjnej kostki 2x2.  Sposób układania nie różni się od tego, który występuje w kostce 2x2.   Układanka idealnie uzupełni braki w kolekcji.   QiYi MoFangGe Corner Mastermorphix   to kostka pyraminx, którą układa się jak najzwyklejszą kostkę pyraminx z elementem dopasowywania centrów znanym z układanki pyraminx Duo.    Układanka ta jest dobrym pmysłem dla najmłodszych, ponieważ jest bardzo intuicyjna.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26647-home_default/yuxin-2x2-magic-eye.jpg, https://strefa-kostek.pl/26822-thickbox_default/yuxin-2x2-magic-eye.jpg, https://strefa-kostek.pl/26647-thickbox_default/yuxin-2x2-magic-eye.jpg
Układanki/Inne;SengSo 5x5 Magic Tower;109,99 zł;"Ewolucja kostki Magic Tower 3x3.   Podobnie jak z tradycyjną kostką 5x5, tak samo tutaj mamy do czynienia z ewolucją układanki z formatu 3x3 do formatu 5x5 - i dokladnie tak samo trzeba postępować.   Łamogłówka płynnie się porusza od razu po wyjęciu z pudełka a zacięcia nie występują.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27295-home_default/sengso-5x5-magic-tower.jpg, https://strefa-kostek.pl/27329-thickbox_default/sengso-5x5-magic-tower.jpg, https://strefa-kostek.pl/27295-thickbox_default/sengso-5x5-magic-tower.jpg
Układanki/Inne;SengSo Crazy 3x3 Megaminx;79,99 zł;"SengSo Crazy 3x3 Megaminx jest wariacją kostki megaminx.   Wariacja ta polega na rozszerzeniu zakresu ruchów możliwych, jak i potrzebnych do ułożenia kostki. Kwestią odróżniającą tę układankę od tradycyjnego megainxa jest to, że mamy tutaj ramiona centra a nie jak w przypadku znanej nam oficjalnej kostki same krawędzie, będące ramionami gwaizdy - tutaj są one jednokolorowe, a mechanika ich poruszania jest czymś bardzo  nowym.     W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27301-home_default/sengso-crazy-3x3-megaminx.jpg, https://strefa-kostek.pl/27348-thickbox_default/sengso-crazy-3x3-megaminx.jpg, https://strefa-kostek.pl/27301-thickbox_default/sengso-crazy-3x3-megaminx.jpg
Układanki/Inne;Shengshou 3x3x3 Magic Tower;19,99 zł;"Prosta układanka.  Jest to produkt, który od razu po wyjęciu z opakowania jest  gotowy do szybkiego uładania .   Zasada układania jest podobna do tej znanej z 2x2, ale dla człowieka, który zajmuje się ukadankami nie sprawi większego problemu.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/25930-home_default/shengshou-3x3x3-magic-tower.jpg, https://strefa-kostek.pl/25930-thickbox_default/shengshou-3x3x3-magic-tower.jpg, https://strefa-kostek.pl/26029-thickbox_default/shengshou-3x3x3-magic-tower.jpg
Układanki/Inne;Shengshou 2x2x2 Magic Tower;19,99 zł;"Jest to najzwyklejsza kostka pyraminx Duo, tylko pod inną nazwą.    Układanka jest   banalnie prosta zarówno, jeżelichodzi o układanie jak i o budowę  . Czasami mogą zdarzać się delikatne zacięcia, ale nie przeszkadza to w dalszym układaniu. W kostce zastosowano wgłębienia w narożnikach, aby poprawić chwyt elementu podczas układania.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/26198-home_default/shengshou-2x2x2-magic-tower.jpg, https://strefa-kostek.pl/26906-thickbox_default/shengshou-2x2x2-magic-tower.jpg, https://strefa-kostek.pl/26198-thickbox_default/shengshou-2x2x2-magic-tower.jpg
Układanki/Inne;SengSo 6x6 Magic Tower;139,99 zł;"Ewolucja kostki Magic Tower 3x3.   Podobnie jak z tradycyjną kostką 6x6, tak samo tutaj mamy do czynienia z ewolucją układanki z formatu 3x3 do formatu 6x6- i dokladnie tak samo trzeba postępować.   Łamogłówka płynnie się porusza od razu po wyjęciu z pudełka a zacięcia nie występują.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27384-home_default/sengso-6x6-magic-tower.jpg, https://strefa-kostek.pl/27503-thickbox_default/sengso-6x6-magic-tower.jpg, https://strefa-kostek.pl/27384-thickbox_default/sengso-6x6-magic-tower.jpg
Układanki/Inne;DianSheng Googol Giant 3x3x3 35 cm;499,99 zł;;https://strefa-kostek.pl/28503-home_default/diansheng-googol-giant-3x3x3-35-cm.jpg, https://strefa-kostek.pl/28503-thickbox_default/diansheng-googol-giant-3x3x3-35-cm.jpg
Układanki/Inne;DianSheng Googol 3x3x3 19 cm;129,99 zł;;https://strefa-kostek.pl/28504-home_default/diansheng-googol-3x3x3-19-cm.jpg, https://strefa-kostek.pl/28504-thickbox_default/diansheng-googol-3x3x3-19-cm.jpg
Układanki/Inne;MoYu Meilong Unicorn Cube;19,99 zł;"Jedna z najprostszych układanek na rynku.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27076-home_default/moyu-meilong-unicorn-cube.jpg, https://strefa-kostek.pl/27150-thickbox_default/moyu-meilong-unicorn-cube.jpg, https://strefa-kostek.pl/27076-thickbox_default/moyu-meilong-unicorn-cube.jpg
Układanki/Inne;QiYi Smart Puzzle Logic;119,99 zł;;https://strefa-kostek.pl/28776-home_default/qiyi-smart-puzzle-logic.jpg, https://strefa-kostek.pl/28776-thickbox_default/qiyi-smart-puzzle-logic.jpg
Układanki/Inne;YJ Tick Cage;14,99 zł;;https://strefa-kostek.pl/28901-home_default/yj-tick-cage.jpg, https://strefa-kostek.pl/28967-thickbox_default/yj-tick-cage.jpg, https://strefa-kostek.pl/28901-thickbox_default/yj-tick-cage.jpg
Układanki/Inne;YuXin Multi Cube;149,99 zł;;https://strefa-kostek.pl/28900-home_default/yuxin-multi-cube.jpg, https://strefa-kostek.pl/28900-thickbox_default/yuxin-multi-cube.jpg
Układanki/Inne;LanLan Grid Skewb;24,99 zł;;https://strefa-kostek.pl/28903-home_default/lanlan-grid-skewb.jpg, https://strefa-kostek.pl/28969-thickbox_default/lanlan-grid-skewb.jpg, https://strefa-kostek.pl/28903-thickbox_default/lanlan-grid-skewb.jpg
Układanki/Inne;Lanlan Master Clover Cube;129,99 zł;;https://strefa-kostek.pl/28905-home_default/lanlan-master-clover-cube.jpg, https://strefa-kostek.pl/28972-thickbox_default/lanlan-master-clover-cube.jpg, https://strefa-kostek.pl/28905-thickbox_default/lanlan-master-clover-cube.jpg
Układanki/Inne;Lanlan Corner-cutted Helicopter Cube;49,99 zł;;https://strefa-kostek.pl/30085-home_default/lanlan-corner-cutted-helicopter-cube.jpg, https://strefa-kostek.pl/30086-thickbox_default/lanlan-corner-cutted-helicopter-cube.jpg, https://strefa-kostek.pl/30085-thickbox_default/lanlan-corner-cutted-helicopter-cube.jpg
Układanki/Inne;MF8 Helicopter Dodecahedron;139,99 zł;Kostka do samodzielnego oklejenia. Wraz z kostką otrzymujesz dwa zestawy naklejek.;https://strefa-kostek.pl/28918-home_default/mf8-helicopter-dodecahedron.jpg, https://strefa-kostek.pl/30080-thickbox_default/mf8-helicopter-dodecahedron.jpg, https://strefa-kostek.pl/28918-thickbox_default/mf8-helicopter-dodecahedron.jpg
Układanki/Inne;MF8 Bauhinia Dodecahedron;189,99 zł;Kostka do samodzielnego oklejenia. Wraz z kostką otrzymujesz dwa zestawy   naklejek. ;https://strefa-kostek.pl/28923-home_default/mf8-bauhinia-dodecahedron.jpg, https://strefa-kostek.pl/30083-thickbox_default/mf8-bauhinia-dodecahedron.jpg, https://strefa-kostek.pl/28923-thickbox_default/mf8-bauhinia-dodecahedron.jpg
Układanki/Inne;SengSo 4x4 Magic Tower;119,99 zł;"Ewolucja kostki Magic Tower 3x3.   Podobnie jak z tradycyjną kostką 4x4, tak samo tutaj mamy do czynienia z ewolucją układanki z formatu 3x3 do formatu 4x4- i dokladnie tak samo trzeba postępować.   Łamogłówka płynnie się porusza od razu po wyjęciu z pudełka a zacięcia nie występują.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27383-home_default/sengso-4x4-magic-tower.jpg, https://strefa-kostek.pl/27499-thickbox_default/sengso-4x4-magic-tower.jpg, https://strefa-kostek.pl/27383-thickbox_default/sengso-4x4-magic-tower.jpg
Układanki/Inne;SengSo 9x9 Mastermorphix;329,99 zł;;https://strefa-kostek.pl/27582-home_default/sengso-9x9-mastermorphix.jpg, https://strefa-kostek.pl/27583-thickbox_default/sengso-9x9-mastermorphix.jpg, https://strefa-kostek.pl/27582-thickbox_default/sengso-9x9-mastermorphix.jpg
Układanki/Inne;SengSo 10x10 Mastermorphix;349,99 zł;"Jest to nic innego jak kostka  10x10  w formie czterościanu foremnego.     Poruszanie się kostki jest bardzo dobre a układanie jest największą przyjemnością. Pokonywanie zakrętów nie jest tutaj aż tak istotne, ale kostka może się pochwalić bardzo dobrymi osiągami.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/27586-home_default/sengso-10x10-mastermorphix.jpg, https://strefa-kostek.pl/27587-thickbox_default/sengso-10x10-mastermorphix.jpg, https://strefa-kostek.pl/27586-thickbox_default/sengso-10x10-mastermorphix.jpg
Układanki/Inne;SengSo Crazy 3x3 Magic Tower;69,99 zł;"SengSo (dawniej ShengShou) Crazy 3x3 Magic Tower  to nic innego jak zwykły magic tower z nieznaczym rozbudowaniem .  W układance zastosowano podzielony center - dodatkowe elementy mają nową mechanikę poruszania.  Podnosi to trudność układanki ale nie jest to bardzo skomplikowany mechanizm.  Poruszanie od razu po wyjęciu z pudełka jest bardzo dobre i nie można tu powiedzieć o złym wykonaniu całej łamigłówki.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27449-home_default/sengso-crazy-3x3-magic-tower.jpg, https://strefa-kostek.pl/27458-thickbox_default/sengso-crazy-3x3-magic-tower.jpg, https://strefa-kostek.pl/27449-thickbox_default/sengso-crazy-3x3-magic-tower.jpg
